 Vector Prime R . A . Salvator ,None
 Dark Tide I : Onslaught Michael Stackpole ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
 Dark Tide II : Ruin Michael Stackpole ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
 Agents of Chaos I : Hero&apos;s Trial James Luceno ,None
 Agents of Chaos II : Jedi Eclipse James Luceno ,None
 Balance Point Kathy Tyers ,Kathy Tyers is an American science fiction author.
 Recovery Troy Denning ,"Fate of the Jedi is a series of nine science-fiction novels set in the Star Wars universe. The series is written in three cycles by the authors Aaron Allston, Christie Golden, and Troy Denning."
 Edge of Victory I : Conquest Greg Keyes ,None
 Edge of Victory II : Rebirth Greg Keyes ,None
 Star by Star Troy Denning ,Troy Denning is a fantasy and science fiction author and game designer who has written more than two dozen novels.
 Dark Journey Elaine Cunningham ,"Elaine Cunningham (born August 12, 1957 in New York City) is an American fantasy and science fiction author, especially known for her contributions to the Dungeons & Dragons role playing game campaign setting of Forgotten Realms."
 Enemy Lines I : Rebel Dream Aaron Allston ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
 Enemy Lines II : Rebel Stand Aaron Allston ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
 Traitor Matthew Wooding Stover ,None
